#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NLGN1	DLG4	0	0	0	0	0	0	0	0	0	0	0.999
GRIK2	SHANK3	0	0	0	0	0	0	0	0	0	0	0.404
GRIK2	CASK	0	0	0	0	0	0	0	0	0	0	0.544
GRIK2	GRIA1	0	0	0	0	0	0	0	0	0	0	0.751
GRIK2	GRIN2B	0	0	0	0	0	0	0	0	0	0	0.813
GRIK2	DLG4	0	0	0	0	0	0	0	0	0	0	0.998
GRIA1	DLGAP2	0	0	0	0	0	0	0	0	0	0	0.427
GRIA1	UBE3A	0	0	0	0	0	0	0	0	0	0	0.592
GRIA1	SHANK3	0	0	0	0	0	0	0	0	0	0	0.623
GRIA1	GRIN2B	0	0	0	0	0	0	0	0	0	0	0.934
GRIA1	DLG4	0	0	0	0	0	0	0	0	0	0	0.994
HOMER3	GRIN2B	0	0	0	0	0	0	0	0	0	0	0.466
HOMER3	DLGAP2	0	0	0	0	0	0	0	0	0	0	0.698
HOMER3	DLG4	0	0	0	0	0	0	0	0	0	0	0.868
HOMER3	SHANK3	0	0	0	0	0	0	0	0	0	0	0.884
GRIN2B	DLGAP2	0	0	0	0	0	0	0	0	0	0	0.514
GRIN2B	SHANK3	0	0	0	0	0	0	0	0	0	0	0.785
GRIN2B	CASK	0	0	0	0	0	0	0	0	0	0	0.868
GRIN2B	DLG4	0	0	0	0	0	0	0	0	0	0	0.999
SHANK3	UBE3A	0	0	0	0	0	0	0	0	0	0	0.647
SHANK3	ARHGEF7	0	0	0	0	0	0	0	0	0	0	0.748
SHANK3	DLGAP2	0	0	0	0	0	0	0	0	0	0	0.988
SHANK3	DLG4	0	0	0	0	0	0	0	0	0	0	0.996
